0,6
1,1
2,8
3,1
4,0
5,5
6,3
7,10
8,2
9,8
10,4
11,10
12,10
13,1
14,5
15,7
16,0
17,7
18,1
19,1
20,3
21,8
22,7
23,9
24,11
25,10
26,7
27,1
28,13
29,5
30,5
31,3
32,3
33,6
34,10
35,4
36,11
37,9
38,2
39,4
40,3
41,7
42,7
43,9
44,7
45,0
46,1
47,2
48,7
49,7
50,1
51,1
52,5
53,8
54,7
55,1
56,7
57,0
58,0
59,0
60,2
61,8
62,5
63,2
64,7
65,5
66,0
67,2
68,1
69,4
70,2
71,5
72,13
73,4
74,1
75,1
76,7
77,5
78,0
79,2
80,3
81,2
82,7
83,0
84,5
85,2
86,13
87,2
88,15
89,1
90,1
91,4
92,7
93,4
94,2
95,6
96,2
97,1
98,6
99,1
100,1
101,1
102,0
103,1
104,2
105,1
106,1
107,4
108,3
109,0
110,3
111,8
112,1
113,4
114,7
115,4
116,5
117,5
118,4
119,4
120,0
121,6
122,2
123,5
124,0
125,1
126,3
127,1
128,1
129,0
130,4
131,9
132,3
133,8
134,2
135,2
136,0
137,0
138,0
139,5
140,3
141,5
142,2
143,10
144,4
145,0
146,9
147,2
148,5
149,2
150,1
151,4
152,9
153,1
154,8
155,7
156,2
157,1
158,2
159,17
160,4
161,7
162,0
163,2
164,0
165,6
166,3
167,4
168,4
169,3
170,6
171,6
172,2
173,1
174,2
175,8
176,6
177,0
178,5
179,5
180,6
181,0
182,1
183,5
184,4
185,7
186,8
187,1
188,8
189,5
190,3
191,9
192,7
193,11
194,8
195,5
196,1
197,3
198,4
199,4
200,0
201,1
202,0
203,2
204,6
205,5
206,8
207,5
208,1
209,7
210,2
211,0
212,7
213,0
214,9
215,12
216,5
217,6
218,5
219,5
220,0
221,2
222,7
223,7
224,1
225,1
226,0
227,3
228,4
229,0
230,4
231,6
232,1
233,4
234,3
235,4
236,7
237,0
238,9
239,0
240,1
241,4
242,3
243,6
244,2
245,9
246,10
247,0
248,9
249,1
250,9
251,2
252,2
253,0
254,12
255,1
256,3
257,2
258,1
259,11
260,3
261,3
262,4
263,3
264,4
265,5
266,0
267,2
268,0
269,2
270,10
271,2
272,3
273,1
274,13
275,2
276,7
277,0
278,5
279,2
280,0
281,10
282,7
283,7
284,2
285,7
286,5
287,1
288,4
289,5
290,0
291,0
292,2
293,1
294,0
295,6
296,2
297,0
298,14
299,8
300,0
301,2
302,5
303,5
304,3
305,2
306,10
307,0
308,0
309,2
310,6
311,0
312,2
313,3
314,7
315,2
316,3
317,3
318,3
319,6
320,4
321,3
322,0
323,13
324,2
325,1
326,1
327,10
328,2
329,6
330,8
331,2
332,1
333,12
334,1
335,0
336,0
337,5
338,9
339,7
340,1
341,1
342,1
343,5
344,8
345,8
346,1
347,3
348,3
349,5
350,4
351,4
352,3
353,1
354,3
355,9
356,1
357,13
358,12
359,1
360,5
361,5
362,5
363,4
364,4
365,5
366,6
367,0
368,3
369,1
370,3
371,0
372,0
373,2
374,2
375,12
376,0
377,1
378,4
379,0
380,1
381,0
382,1
383,1
384,1
385,1
386,5
387,8
388,5
389,3
390,1
391,5
392,1
393,4
394,4
395,2
396,3
397,0
398,3
399,3
400,4
401,6
402,5
403,9
404,5
405,2
406,4
407,0
408,8
409,1
410,6
411,1
412,1
413,1
414,0
415,3
416,1
417,4
418,1
419,3
420,1
421,2
422,0
423,2
424,8
425,4
426,0
427,1
428,0
429,1
430,2
431,3
432,1
433,2
434,1
435,0
436,12
437,5
438,1
439,6
440,0
441,2
442,4
443,8
444,4
445,0
446,1
447,0
448,0
449,0
450,1
451,2
452,0
453,2
454,2
455,14
456,1
457,5
458,10
459,9
460,9
461,1
462,8
463,5
464,10
465,0
466,0
467,0
468,8
469,6
470,1
471,0
472,0
473,7
474,4
475,0
476,2
477,7
478,8
479,4
480,3
481,0
482,4
483,0
484,0
485,0
486,1
487,0
488,4
489,8
490,2
491,2
492,4
493,4
494,3
495,6
496,5
497,2
498,7
499,6
500,2
501,3
502,6
503,7
504,3
505,10
506,0
507,1
508,2
509,8
510,12
511,0
512,9
513,2
514,3
515,3
516,9
517,7
518,13
519,6
520,2
521,3
522,6
523,9
524,3
525,3
526,1
527,3
528,0
529,0
530,2
531,0
532,1
533,6
534,1
535,4
536,0
537,0
538,0
539,3
540,8
541,3
542,10
543,4
544,1
545,8
546,5
547,4
548,1
549,4
550,1
551,3
552,6
553,1
554,1
555,7
556,1
557,8
558,11
559,11
560,6
561,0
562,1
563,6
564,0
565,2
566,1
567,6
568,4
569,0
570,3
571,2
572,3
573,2
574,1
575,1
576,6
577,2
578,10
579,2
580,0
581,6
582,12
583,8
584,8
585,1
586,8
587,6
588,3
589,0
590,11
591,2
592,3
593,2
594,6
595,0
596,0
597,1
598,1
599,1
600,1
601,6
602,1
603,7
604,4
605,1
606,1
607,1
608,0
609,1
610,3
611,3
612,7
613,6
614,11
615,3
616,6
617,2
618,9
619,0
620,2
621,2
622,6
623,0
624,2
625,4
626,0
627,0
628,5
629,4
630,7
631,0
632,2
633,1
634,10
635,13
636,5
637,2
638,7
639,1
640,0
641,4
642,6
643,4
644,3
645,2
646,1
647,0
648,11
649,0
650,1
651,1
652,5
653,2
654,1
655,2
656,2
657,1
658,11
659,3
660,10
661,1
662,8
663,9
664,6
665,1
666,4
667,10
668,6
669,9
670,6
671,1
672,10
673,3
674,8
675,6
676,9
677,0
678,3
679,2
680,2
681,0
682,0
683,4
684,5
685,2
686,3
687,1
688,1
689,1
690,8
691,13
692,2
693,7
694,2
695,7
696,3
697,0
698,4
699,4
700,2
701,6
702,1
703,2
704,4
705,6
706,10
707,2
708,9
709,2
710,3
711,5
712,10
713,0
714,3
715,7
716,3
717,10
718,1
719,5
720,4
721,1
722,1
723,5
724,1
725,4
726,1
727,0
728,2
729,2
730,3
731,8
732,2
733,2
734,2
735,4
736,0
737,8
738,2
739,1
740,11
741,3
742,1
743,9
744,13
745,12
746,1
747,1
748,3
749,6
750,4
751,1
752,3
753,0
754,8
755,1
756,7
757,0
758,1
759,6
760,2
761,9
762,9
763,10
764,2
765,5
766,1
767,1
